# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1388328	1389236	-							DAUD_RS06625	909		old_locus_tag=Daud_1311
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1388328	1389236	-	WP_012302407.1	WP_012302407.1		cysteine synthase family protein			DAUD_RS06625	909	302	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1389806	1390408	-					cobU		DAUD_RS06630	603		old_locus_tag=Daud_1312
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1389806	1390408	-	WP_012302408.1	WP_012302408.1		bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase	cobU		DAUD_RS06630	603	200	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1390411	1391169	-					cobS		DAUD_RS06635	759		old_locus_tag=Daud_1313
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1390411	1391169	-	WP_012302409.1	WP_012302409.1		adenosylcobinamide-GDP ribazoletransferase	cobS		DAUD_RS06635	759	252	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1391162	1392223	-					cobT		DAUD_RS06640	1062		old_locus_tag=Daud_1314
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1391162	1392223	-	WP_012302410.1	WP_012302410.1		nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase	cobT		DAUD_RS06640	1062	353	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1392334	1393137	-							DAUD_RS06645	804		old_locus_tag=Daud_1315
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1392334	1393137	-	WP_012302411.1	WP_012302411.1		heme ABC transporter ATP-binding protein			DAUD_RS06645	804	267	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1393134	1394213	-							DAUD_RS06650	1080		old_locus_tag=Daud_1316
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1393134	1394213	-	WP_166485138.1	WP_166485138.1		iron ABC transporter permease			DAUD_RS06650	1080	359	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1394161	1395084	-							DAUD_RS06655	924		old_locus_tag=Daud_1317
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1394161	1395084	-	WP_012302413.1	WP_012302413.1		cobalamin-binding protein			DAUD_RS06655	924	307	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1395424	1396068	-							DAUD_RS06660	645		old_locus_tag=Daud_1318
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1395424	1396068	-	WP_012302414.1	WP_012302414.1		ATP-binding protein			DAUD_RS06660	645	214	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1396126	1396428	+							DAUD_RS06665	303		old_locus_tag=Daud_1319
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1396126	1396428	+	WP_049752580.1	WP_049752580.1		hypothetical protein			DAUD_RS06665	303	100	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1396653	1397051	+							DAUD_RS06670	399		old_locus_tag=Daud_1320
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1396653	1397051	+	WP_012302415.1	WP_012302415.1		TIGR04086 family membrane protein			DAUD_RS06670	399	132	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1397111	1398295	-							DAUD_RS06675	1185		old_locus_tag=Daud_1321
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1397111	1398295	-	WP_166485236.1	WP_166485236.1		aminopeptidase P family protein			DAUD_RS06675	1185	394	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1398446	1399948	-					glgA		DAUD_RS06680	1503		old_locus_tag=Daud_1322
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1398446	1399948	-	WP_012302417.1	WP_012302417.1		glycogen synthase GlgA	glgA		DAUD_RS06680	1503	500	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1399941	1400996	-					galT		DAUD_RS06685	1056		old_locus_tag=Daud_1323
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1399941	1400996	-	WP_012302418.1	WP_012302418.1		galactose-1-phosphate uridylyltransferase	galT		DAUD_RS06685	1056	351	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1401161	1401784	+							DAUD_RS06690	624		old_locus_tag=Daud_1324
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1401161	1401784	+	WP_012302419.1	WP_012302419.1		septum site-determining protein MinC			DAUD_RS06690	624	207	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1401835	1402410	-							DAUD_RS06695	576		old_locus_tag=Daud_1325
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1401835	1402410	-	WP_049752581.1	WP_049752581.1		NUDIX hydrolase			DAUD_RS06695	576	191	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1402790	1403944	+					bioF		DAUD_RS06700	1155		old_locus_tag=Daud_1326
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1402790	1403944	+	WP_012302421.1	WP_012302421.1		8-amino-7-oxononanoate synthase	bioF		DAUD_RS06700	1155	384	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1403951	1404742	+					bioD		DAUD_RS06705	792		old_locus_tag=Daud_1327
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1403951	1404742	+	WP_012302422.1	WP_012302422.1		dethiobiotin synthase	bioD		DAUD_RS06705	792	263	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1404742	1406103	+					bioA		DAUD_RS06710	1362		old_locus_tag=Daud_1328
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1404742	1406103	+	WP_012302423.1	WP_012302423.1		adenosylmethionine--8-amino-7-oxononanoate transaminase	bioA		DAUD_RS06710	1362	453	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1406100	1406771	+							DAUD_RS11585	672		old_locus_tag=Daud_1329
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1406100	1406771	+	WP_012302424.1	WP_012302424.1		alpha/beta hydrolase			DAUD_RS11585	672	223	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1406772	1407518	+							DAUD_RS06720	747		old_locus_tag=Daud_1330
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1406772	1407518	+	WP_012302425.1	WP_012302425.1		methyltransferase domain-containing protein			DAUD_RS06720	747	248	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1407515	1408501	+					bioB		DAUD_RS06725	987		old_locus_tag=Daud_1331
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1407515	1408501	+	WP_012302426.1	WP_012302426.1		biotin synthase BioB	bioB		DAUD_RS06725	987	328	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1408596	1408745	-							DAUD_RS12480	150		old_locus_tag=Daud_1332
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1408596	1408745	-	WP_166485139.1	WP_166485139.1		hypothetical protein			DAUD_RS12480	150	49	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1408932	1409360	+							DAUD_RS06730	429		old_locus_tag=Daud_1333
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1408932	1409360	+	WP_012302427.1	WP_012302427.1		Hsp20/alpha crystallin family protein			DAUD_RS06730	429	142	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1409439	1409945	+							DAUD_RS06735	507		old_locus_tag=Daud_1334
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1409439	1409945	+	WP_012302428.1	WP_012302428.1		DUF3231 family protein			DAUD_RS06735	507	168	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1409960	1410484	+							DAUD_RS06740	525		old_locus_tag=Daud_1335
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1409960	1410484	+	WP_012302429.1	WP_012302429.1		DUF3231 family protein			DAUD_RS06740	525	174	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1410581	1410805	-							DAUD_RS06745	225		old_locus_tag=Daud_1336
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1410581	1410805	-	WP_012302430.1	WP_012302430.1		hypothetical protein			DAUD_RS06745	225	74	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1410984	1412756	-							DAUD_RS06750	1773		old_locus_tag=Daud_1337
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1410984	1412756	-	WP_012302431.1	WP_012302431.1		2Fe-2S iron-sulfur cluster binding domain-containing protein			DAUD_RS06750	1773	590	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1412770	1414488	-					nuoF		DAUD_RS06755	1719		old_locus_tag=Daud_1338
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1412770	1414488	-	WP_012302432.1	WP_012302432.1		NADH-quinone oxidoreductase subunit NuoF	nuoF		DAUD_RS06755	1719	572	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1414510	1414977	-					nuoE		DAUD_RS06760	468		old_locus_tag=Daud_1339
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1414510	1414977	-	WP_012302433.1	WP_012302433.1		NADH-quinone oxidoreductase subunit NuoE	nuoE		DAUD_RS06760	468	155	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1415169	1416467	-					hemL		DAUD_RS06765	1299		old_locus_tag=Daud_1340
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1415169	1416467	-	WP_012302434.1	WP_012302434.1		glutamate-1-semialdehyde 2,1-aminomutase	hemL		DAUD_RS06765	1299	432	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1416516	1416983	-							DAUD_RS06770	468		old_locus_tag=Daud_1341
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1416516	1416983	-	WP_012302435.1	WP_012302435.1		Lrp/AsnC family transcriptional regulator			DAUD_RS06770	468	155	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1416973	1417446	-							DAUD_RS06775	474		old_locus_tag=Daud_1342
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1416973	1417446	-	WP_012302436.1	WP_012302436.1		Lrp/AsnC family transcriptional regulator			DAUD_RS06775	474	157	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1417436	1418440	-					nirJ2		DAUD_RS06780	1005		old_locus_tag=Daud_1343
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1417436	1418440	-	WP_012302437.1	WP_012302437.1		putative heme d1 biosynthesis radical SAM protein NirJ2	nirJ2		DAUD_RS06780	1005	334	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1418443	1419399	-					hemB		DAUD_RS06785	957		old_locus_tag=Daud_1344
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1418443	1419399	-	WP_041571225.1	WP_041571225.1		porphobilinogen synthase	hemB		DAUD_RS06785	957	318	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1419787	1420956	-							DAUD_RS06790	1170		old_locus_tag=Daud_1345
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1419787	1420956	-	WP_041571226.1	WP_041571226.1		radical SAM protein			DAUD_RS06790	1170	389	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1420949	1422484	-					cobA		DAUD_RS06795	1536		old_locus_tag=Daud_1346
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1420949	1422484	-	WP_012302440.1	WP_012302440.1		uroporphyrinogen-III C-methyltransferase	cobA		DAUD_RS06795	1536	511	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1422500	1423429	-					hemC		DAUD_RS06800	930		old_locus_tag=Daud_1347
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1422500	1423429	-	WP_012302441.1	WP_012302441.1		hydroxymethylbilane synthase	hemC		DAUD_RS06800	930	309	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1423429	1424769	-							DAUD_RS06805	1341		old_locus_tag=Daud_1348
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1423429	1424769	-	WP_012302442.1	WP_012302442.1		glutamyl-tRNA reductase			DAUD_RS06805	1341	446	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1424744	1425385	-							DAUD_RS06810	642		old_locus_tag=Daud_1349
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1424744	1425385	-	WP_012302443.1	WP_012302443.1		bifunctional precorrin-2 dehydrogenase/sirohydrochlorin ferrochelatase			DAUD_RS06810	642	213	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1425467	1426423	-							DAUD_RS06815	957		old_locus_tag=Daud_1350
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1425467	1426423	-	WP_012302444.1	WP_012302444.1		heptaprenyl diphosphate synthase subunit II			DAUD_RS06815	957	318	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1426601	1427224	-							DAUD_RS06820	624		old_locus_tag=Daud_1351
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1426601	1427224	-	WP_049752582.1	WP_049752582.1		hypothetical protein			DAUD_RS06820	624	207	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1427316	1427618	-							DAUD_RS06825	303		old_locus_tag=Daud_1352
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1427316	1427618	-	WP_012302446.1	WP_012302446.1		hypothetical protein			DAUD_RS06825	303	100	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1427819	1429177	-							DAUD_RS06830	1359		old_locus_tag=Daud_1353
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1427819	1429177	-	WP_012302447.1	WP_012302447.1		PFL family protein			DAUD_RS06830	1359	452	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1429248	1429529	-							DAUD_RS06835	282		old_locus_tag=Daud_1354
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1429248	1429529	-	WP_012302448.1	WP_012302448.1		ACT domain-containing protein			DAUD_RS06835	282	93	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1429631	1430512	-					secF		DAUD_RS06840	882		old_locus_tag=Daud_1355
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1429631	1430512	-	WP_012302449.1	WP_012302449.1		protein translocase subunit SecF	secF		DAUD_RS06840	882	293	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1430626	1431858	-					secD		DAUD_RS06845	1233		old_locus_tag=Daud_1356
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1430626	1431858	-	WP_012302450.1	WP_012302450.1		protein translocase subunit SecD	secD		DAUD_RS06845	1233	410	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1431874	1432533	-							DAUD_RS06850	660		old_locus_tag=Daud_1357
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1431874	1432533	-	WP_012302451.1	WP_012302451.1		HD domain-containing protein			DAUD_RS06850	660	219	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1432559	1432831	-					yajC		DAUD_RS06855	273		old_locus_tag=Daud_1358
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1432559	1432831	-	WP_012302452.1	WP_012302452.1		preprotein translocase subunit YajC	yajC		DAUD_RS06855	273	90	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1432917	1434035	-					tgt		DAUD_RS06860	1119		old_locus_tag=Daud_1359
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1432917	1434035	-	WP_012302453.1	WP_012302453.1		tRNA guanosine(34) transglycosylase Tgt	tgt		DAUD_RS06860	1119	372	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1434106	1434330	-							DAUD_RS06865	225		old_locus_tag=Daud_1360
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1434106	1434330	-	WP_012302454.1	WP_012302454.1		DUF2905 domain-containing protein			DAUD_RS06865	225	74	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1434330	1434896	-							DAUD_RS06870	567		old_locus_tag=Daud_1361
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1434330	1434896	-	WP_012302455.1	WP_012302455.1		epoxyqueuosine reductase QueH			DAUD_RS06870	567	188	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1434911	1435930	-					ruvB		DAUD_RS06875	1020		old_locus_tag=Daud_1362
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1434911	1435930	-	WP_049752654.1	WP_049752654.1		Holliday junction branch migration DNA helicase RuvB	ruvB		DAUD_RS06875	1020	339	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1435948	1436556	-					ruvA		DAUD_RS06880	609		old_locus_tag=Daud_1363
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1435948	1436556	-	WP_012302457.1	WP_012302457.1		Holliday junction branch migration protein RuvA	ruvA		DAUD_RS06880	609	202	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1436553	1437041	-					ruvC		DAUD_RS06885	489		old_locus_tag=Daud_1364
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1436553	1437041	-	WP_012302458.1	WP_012302458.1		crossover junction endodeoxyribonuclease RuvC	ruvC		DAUD_RS06885	489	162	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1437079	1437666	-							DAUD_RS11590	588		old_locus_tag=Daud_1365
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1437079	1437666	-	WP_012302459.1	WP_012302459.1		hypothetical protein			DAUD_RS11590	588	195	
gene	protein_coding	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1437822	1438547	-					nadE		DAUD_RS06895	726		old_locus_tag=Daud_1366
CDS	with_protein	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1437822	1438547	-	WP_012302460.1	WP_012302460.1		NAD(+) synthase	nadE		DAUD_RS06895	726	241	
gene	rRNA	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1439006	1439119	-					rrf		DAUD_RS06900	114		old_locus_tag=Daud_R0030
rRNA		GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1439006	1439119	-				5S ribosomal RNA	rrf		DAUD_RS06900	114		
gene	rRNA	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1439161	1442536	-							DAUD_RS06905	3376		old_locus_tag=Daud_R0031
rRNA		GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1439161	1442536	-				23S ribosomal RNA			DAUD_RS06905	3376		
gene	tRNA	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1442590	1442664	-							DAUD_RS06910	75		old_locus_tag=Daud_R0032
tRNA		GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1442590	1442664	-				tRNA-Ala			DAUD_RS06910	75		anticodon=TGC
gene	tRNA	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1442802	1442878	-							DAUD_RS06915	77		old_locus_tag=Daud_R0033
tRNA		GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1442802	1442878	-				tRNA-Ile			DAUD_RS06915	77		anticodon=GAT
gene	rRNA	GCF_000018425.1	Primary Assembly	chromosome		NC_010424.1	1442913	1444619	-							DAUD_RS06920	1707		old_locus_tag=Daud_R0034
